age_group,sex,education,income_group,race_group,obesity_rate,n
75-79,Male,Graduated college or technical school,15k-25k,Asian,0.05,20
18-24,Female,Graduated college or technical school,<15k,Multiracial,0.1,20
65-69,Male,Did not graduate high school,25k-35k,Multiracial,0.4,20
40-44,Male,Attended college or technical school,<15k,NHOPI,0.35,20
65-69,Male,Graduated college or technical school,15k-25k,Other,0.55,20
80+,Male,Graduated college or technical school,25k-35k,Other,0.2,20
30-34,Female,Graduated college or technical school,<15k,Multiracial,0.5,20
80+,Male,Attended college or technical school,50k-100k,NHOPI,0.3,20
35-39,Male,Graduated high school,200k+,NH-Black,0.4,20
35-39,Male,Graduated college or technical school,15k-25k,AIAN,0.15,20
40-44,Male,Graduated college or technical school,15k-25k,AIAN,0.5,20
40-44,Male,Did not graduate high school,50k-100k,AIAN,0.35,20
25-29,Male,Did not graduate high school,35k-50k,NHOPI,0.4,20
35-39,Male,Graduated college or technical school,15k-25k,Multiracial,0.4,20
75-79,Male,Attended college or technical school,15k-25k,Multiracial,0.3,20
65-69,Male,Graduated college or technical school,<15k,NHOPI,0.45,20
80+,Male,Graduated college or technical school,200k+,NH-Black,0.2,20
40-44,Male,Attended college or technical school,35k-50k,Other,0.3,20
30-34,Female,Graduated high school,100k-200k,NH-Black,0.6,20
50-54,Male,Did not graduate high school,100k-200k,Hispanic,0.55,20
50-54,Female,Graduated high school,100k-200k,Asian,0.35,20
18-24,Male,Did not graduate high school,35k-50k,Multiracial,0.25,20
70-74,Male,Attended college or technical school,15k-25k,Other,0.3,20
50-54,Female,Graduated high school,<15k,Asian,0.45,20
45-49,Male,Attended college or technical school,200k+,NHOPI,0.4,20
30-34,Male,Attended college or technical school,35k-50k,Other,0.3,20
18-24,Male,Did not graduate high school,15k-25k,AIAN,0.15,20
70-74,Female,Attended college or technical school,100k-200k,Multiracial,0.45,20
35-39,Male,Graduated high school,50k-100k,Other,0.45,20
75-79,Male,Graduated high school,15k-25k,Asian,0.3,20
35-39,Male,Graduated college or technical school,35k-50k,Other,0.25,20
60-64,Female,Graduated high school,15k-25k,Other,0.6,20
55-59,Male,Graduated college or technical school,<15k,AIAN,0.5,20
70-74,Male,Attended college or technical school,100k-200k,Multiracial,0.42105263157894735,19
35-39,Female,Did not graduate high school,15k-25k,Multiracial,0.5263157894736842,19
40-44,Female,Attended college or technical school,35k-50k,Other,0.3157894736842105,19
40-44,Female,Did not graduate high school,15k-25k,Multiracial,0.5789473684210527,19
30-34,Male,Attended college or technical school,200k+,NH-Black,0.42105263157894735,19
25-29,Male,Graduated college or technical school,200k+,NHOPI,0.05263157894736842,19
70-74,Female,Attended college or technical school,100k-200k,Asian,0.42105263157894735,19
75-79,Male,Attended college or technical school,35k-50k,Other,0.2631578947368421,19
75-79,Male,Graduated high school,35k-50k,NHOPI,0.10526315789473684,19
30-34,Female,Attended college or technical school,50k-100k,Other,0.5263157894736842,19
70-74,Male,Graduated college or technical school,15k-25k,NHOPI,0.3157894736842105,19
35-39,Male,Graduated college or technical school,25k-35k,Multiracial,0.3157894736842105,19
40-44,Male,Graduated college or technical school,15k-25k,Multiracial,0.47368421052631576,19
65-69,Male,Did not graduate high school,<15k,Multiracial,0.47368421052631576,19
30-34,Female,Graduated college or technical school,100k-200k,Other,0.2631578947368421,19
75-79,Male,Graduated college or technical school,15k-25k,Multiracial,0.05263157894736842,19
45-49,Female,Did not graduate high school,50k-100k,NHOPI,0.5789473684210527,19
40-44,Male,Attended college or technical school,200k+,Multiracial,0.5263157894736842,19
30-34,Male,Did not graduate high school,50k-100k,NH-Black,0.2631578947368421,19
75-79,Female,Did not graduate high school,50k-100k,NH-Black,0.42105263157894735,19
30-34,Female,Graduated high school,100k-200k,NHOPI,0.47368421052631576,19
75-79,Male,Graduated high school,35k-50k,Asian,0.05263157894736842,19
30-34,Male,Attended college or technical school,<15k,Asian,0.21052631578947367,19
75-79,Male,Graduated high school,100k-200k,NH-Black,0.42105263157894735,19
40-44,Male,Attended college or technical school,200k+,AIAN,0.42105263157894735,19
75-79,Female,Attended college or technical school,<15k,NHOPI,0.3157894736842105,19
70-74,Male,Did not graduate high school,200k+,NH-White,0.21052631578947367,19
70-74,Female,Graduated college or technical school,<15k,NHOPI,0.3157894736842105,19
45-49,Male,Graduated college or technical school,35k-50k,Other,0.3157894736842105,19
25-29,Male,Attended college or technical school,<15k,Asian,0.21052631578947367,19
65-69,Female,Graduated high school,100k-200k,Hispanic,0.21052631578947367,19
30-34,Male,Attended college or technical school,200k+,Asian,0.2631578947368421,19
65-69,Male,Attended college or technical school,<15k,Asian,0.15789473684210525,19
35-39,Female,Attended college or technical school,50k-100k,Other,0.3684210526315789,19
50-54,Male,Did not graduate high school,25k-35k,AIAN,0.47368421052631576,19
60-64,Male,Graduated college or technical school,<15k,NHOPI,0.3157894736842105,19
50-54,Female,Graduated high school,100k-200k,Multiracial,0.21052631578947367,19
18-24,Female,Did not graduate high school,35k-50k,NH-Black,0.10526315789473684,19
50-54,Male,Did not graduate high school,50k-100k,AIAN,0.2631578947368421,19
18-24,Female,Graduated college or technical school,200k+,Hispanic,0.21052631578947367,19
60-64,Female,Did not graduate high school,25k-35k,AIAN,0.631578947368421,19
80+,Male,Did not graduate high school,25k-35k,AIAN,0.05263157894736842,19
60-64,Male,Attended college or technical school,<15k,Other,0.42105263157894735,19
55-59,Female,Graduated college or technical school,35k-50k,Other,0.42105263157894735,19
55-59,Female,Attended college or technical school,<15k,Other,0.3684210526315789,19
55-59,Female,Graduated high school,50k-100k,Other,0.5789473684210527,19
50-54,Male,Graduated college or technical school,<15k,Multiracial,0.5789473684210527,19
55-59,Male,Graduated high school,200k+,Hispanic,0.2631578947368421,19
70-74,Female,Graduated high school,25k-35k,Other,0.3333333333333333,18
30-34,Male,Attended college or technical school,15k-25k,Asian,0.1111111111111111,18
30-34,Male,Attended college or technical school,<15k,AIAN,0.3888888888888889,18
80+,Female,Graduated college or technical school,35k-50k,NHOPI,0.16666666666666666,18
40-44,Female,Graduated high school,<15k,Asian,0.3888888888888889,18
65-69,Female,Attended college or technical school,25k-35k,Other,0.4444444444444444,18
35-39,Male,Attended college or technical school,<15k,Asian,0.16666666666666666,18
45-49,Female,Did not graduate high school,50k-100k,NH-Black,0.5555555555555556,18
35-39,Male,Attended college or technical school,25k-35k,Other,0.2222222222222222,18
18-24,Female,Graduated high school,15k-25k,Other,0.3333333333333333,18
30-34,Male,Did not graduate high school,100k-200k,Hispanic,0.6111111111111112,18
60-64,Male,Did not graduate high school,<15k,Asian,0.1111111111111111,18
75-79,Male,Attended college or technical school,25k-35k,Asian,0.16666666666666666,18
80+,Male,Attended college or technical school,15k-25k,Asian,0.1111111111111111,18
25-29,Male,Did not graduate high school,<15k,AIAN,0.4444444444444444,18
18-24,Male,Graduated college or technical school,15k-25k,NHOPI,0.16666666666666666,18
18-24,Male,Did not graduate high school,<15k,AIAN,0.2222222222222222,18
75-79,Male,Graduated college or technical school,35k-50k,NHOPI,0.2777777777777778,18
45-49,Male,Attended college or technical school,200k+,Multiracial,0.3888888888888889,18
30-34,Female,Attended college or technical school,15k-25k,Other,0.4444444444444444,18
75-79,Female,Graduated college or technical school,<15k,AIAN,0.2222222222222222,18
70-74,Female,Did not graduate high school,15k-25k,Multiracial,0.3888888888888889,18
65-69,Male,Attended college or technical school,200k+,NH-Black,0.3333333333333333,18
60-64,Male,Attended college or technical school,200k+,Hispanic,0.5555555555555556,18
55-59,Male,Attended college or technical school,200k+,Multiracial,0.3333333333333333,18
40-44,Female,Attended college or technical school,200k+,Asian,0.2777777777777778,18
45-49,Male,Attended college or technical school,200k+,Asian,0.2777777777777778,18
45-49,Female,Attended college or technical school,200k+,NH-Black,0.5555555555555556,18
75-79,Female,Attended college or technical school,<15k,Multiracial,0.4444444444444444,18
35-39,Male,Graduated high school,<15k,Asian,0.16666666666666666,18
55-59,Male,Attended college or technical school,<15k,Other,0.5,18
55-59,Male,Did not graduate high school,15k-25k,Asian,0.3333333333333333,18
55-59,Female,Did not graduate high school,50k-100k,NH-Black,0.6666666666666666,18
55-59,Male,Did not graduate high school,15k-25k,Multiracial,0.3333333333333333,18
80+,Male,Graduated college or technical school,25k-35k,NHOPI,0.1111111111111111,18
18-24,Female,Did not graduate high school,25k-35k,NH-Black,0.3888888888888889,18
65-69,Male,Graduated college or technical school,<15k,Multiracial,0.4444444444444444,18
18-24,Male,Attended college or technical school,200k+,AIAN,0.05555555555555555,18
45-49,Female,Graduated high school,100k-200k,Multiracial,0.5555555555555556,18
55-59,Female,Attended college or technical school,15k-25k,Other,0.2222222222222222,18
80+,Female,Graduated college or technical school,100k-200k,Hispanic,0.05555555555555555,18
40-44,Male,Graduated college or technical school,35k-50k,Other,0.2222222222222222,18
70-74,Male,Attended college or technical school,<15k,Multiracial,0.3333333333333333,18
45-49,Female,Attended college or technical school,<15k,Asian,0.2777777777777778,18
60-64,Male,Graduated college or technical school,15k-25k,Other,0.5,18
80+,Male,Graduated high school,35k-50k,NHOPI,0.1111111111111111,18
80+,Female,Did not graduate high school,100k-200k,NH-White,0.2222222222222222,18
45-49,Male,Graduated high school,<15k,Multiracial,0.5,18
40-44,Male,Did not graduate high school,50k-100k,Multiracial,0.4444444444444444,18
35-39,Female,Graduated college or technical school,<15k,Multiracial,0.4444444444444444,18
70-74,Male,Did not graduate high school,15k-25k,Multiracial,0.4444444444444444,18
65-69,Female,Did not graduate high school,15k-25k,Asian,0.2777777777777778,18
70-74,Male,Did not graduate high school,25k-35k,NHOPI,0.3333333333333333,18
35-39,Female,Attended college or technical school,200k+,Hispanic,0.2777777777777778,18
35-39,Female,Graduated high school,100k-200k,Asian,0.3888888888888889,18
75-79,Male,Did not graduate high school,<15k,AIAN,0.16666666666666666,18
65-69,Female,Did not graduate high school,25k-35k,AIAN,0.6111111111111112,18
45-49,Male,Graduated high school,25k-35k,Other,0.2222222222222222,18
30-34,Male,Did not graduate high school,35k-50k,NH-Black,0.2777777777777778,18
65-69,Male,Did not graduate high school,25k-35k,AIAN,0.5,18
40-44,Male,Graduated high school,25k-35k,Other,0.5,18
40-44,Male,Graduated high school,<15k,Asian,0.3333333333333333,18
70-74,Male,Did not graduate high school,25k-35k,AIAN,0.5,18
65-69,Male,Graduated college or technical school,200k+,NHOPI,0.16666666666666666,18
70-74,Male,Graduated high school,25k-35k,Other,0.4444444444444444,18
45-49,Female,Graduated college or technical school,25k-35k,Multiracial,0.35294117647058826,17
80+,Male,Attended college or technical school,25k-35k,Asian,0.35294117647058826,17
40-44,Female,Graduated college or technical school,<15k,Asian,0.17647058823529413,17
70-74,Male,Graduated college or technical school,<15k,AIAN,0.29411764705882354,17
30-34,Male,Graduated high school,35k-50k,Other,0.4117647058823529,17
30-34,Male,Graduated high school,15k-25k,Other,0.29411764705882354,17
45-49,Male,Attended college or technical school,25k-35k,Other,0.23529411764705882,17
40-44,Female,Graduated high school,100k-200k,Asian,0.11764705882352941,17
80+,Female,Graduated college or technical school,15k-25k,Other,0.11764705882352941,17
50-54,Male,Graduated high school,200k+,AIAN,0.47058823529411764,17
75-79,Female,Graduated college or technical school,100k-200k,Other,0.058823529411764705,17
55-59,Female,Graduated college or technical school,200k+,Other,0.23529411764705882,17
55-59,Male,Attended college or technical school,15k-25k,Other,0.23529411764705882,17
75-79,Female,Graduated college or technical school,200k+,Asian,0.058823529411764705,17
25-29,Male,Did not graduate high school,200k+,NH-White,0.35294117647058826,17
75-79,Female,Graduated high school,25k-35k,Other,0.23529411764705882,17
75-79,Female,Graduated college or technical school,35k-50k,Other,0.17647058823529413,17
75-79,Male,Did not graduate high school,25k-35k,NHOPI,0.35294117647058826,17
70-74,Female,Did not graduate high school,15k-25k,Asian,0.35294117647058826,17
75-79,Female,Graduated college or technical school,<15k,Asian,0.29411764705882354,17
25-29,Male,Graduated high school,35k-50k,Other,0.29411764705882354,17
80+,Male,Graduated college or technical school,15k-25k,AIAN,0.23529411764705882,17
75-79,Female,Graduated high school,15k-25k,Other,0.47058823529411764,17
80+,Male,Graduated college or technical school,100k-200k,NHOPI,0.17647058823529413,17
70-74,Female,Graduated college or technical school,25k-35k,Other,0.29411764705882354,17
75-79,Female,Did not graduate high school,25k-35k,AIAN,0.29411764705882354,17
80+,Male,Graduated college or technical school,25k-35k,AIAN,0.17647058823529413,17
70-74,Female,Graduated high school,15k-25k,Other,0.4117647058823529,17
45-49,Female,Did not graduate high school,15k-25k,AIAN,0.6470588235294118,17
70-74,Male,Graduated high school,<15k,Multiracial,0.47058823529411764,17
35-39,Female,Graduated high school,<15k,Asian,0.4117647058823529,17
80+,Female,Graduated college or technical school,100k-200k,Other,0.058823529411764705,17
60-64,Male,Did not graduate high school,50k-100k,NHOPI,0.35294117647058826,17
80+,Male,Graduated high school,100k-200k,NH-Black,0.29411764705882354,17
60-64,Female,Graduated college or technical school,35k-50k,Other,0.47058823529411764,17
75-79,Male,Graduated college or technical school,25k-35k,Asian,0.058823529411764705,17
70-74,Male,Graduated high school,100k-200k,Hispanic,0.23529411764705882,17
50-54,Male,Graduated college or technical school,<15k,NHOPI,0.4117647058823529,17
50-54,Female,Graduated college or technical school,<15k,Multiracial,0.5882352941176471,17
45-49,Male,Did not graduate high school,15k-25k,Multiracial,0.47058823529411764,17
70-74,Male,Graduated college or technical school,<15k,Asian,0.11764705882352941,17
60-64,Female,Graduated high school,25k-35k,Other,0.23529411764705882,17
30-34,Female,Graduated high school,100k-200k,Multiracial,0.35294117647058826,17
75-79,Male,Attended college or technical school,100k-200k,Asian,0.125,16
80+,Male,Attended college or technical school,<15k,Hispanic,0.125,16
80+,Male,Attended college or technical school,15k-25k,Other,0.125,16
50-54,Male,Did not graduate high school,<15k,Multiracial,0.4375,16
40-44,Female,Did not graduate high school,50k-100k,NHOPI,0.3125,16
40-44,Male,Did not graduate high school,35k-50k,AIAN,0.4375,16
25-29,Male,Graduated college or technical school,15k-25k,Multiracial,0.3125,16
65-69,Male,Graduated high school,200k+,NH-Black,0.3125,16
25-29,Male,Attended college or technical school,<15k,AIAN,0.375,16
25-29,Male,Attended college or technical school,200k+,Asian,0.0625,16
50-54,Male,Graduated high school,200k+,Hispanic,0.625,16
55-59,Female,Graduated high school,100k-200k,Multiracial,0.5,16
25-29,Male,Graduated high school,<15k,Asian,0.25,16
55-59,Female,Graduated high school,100k-200k,AIAN,0.5,16
60-64,Male,Graduated high school,200k+,Hispanic,0.4375,16
60-64,Male,Graduated high school,25k-35k,Other,0.375,16
25-29,Male,Attended college or technical school,<15k,Multiracial,0.375,16
80+,Male,Did not graduate high school,25k-35k,NHOPI,0.125,16
50-54,Male,Graduated high school,<15k,Other,0.3125,16
45-49,Female,Attended college or technical school,35k-50k,Other,0.3125,16
55-59,Female,Did not graduate high school,35k-50k,NHOPI,0.625,16
40-44,Male,Attended college or technical school,<15k,Asian,0.5,16
40-44,Female,Attended college or technical school,15k-25k,Other,0.3125,16
75-79,Female,Attended college or technical school,100k-200k,Multiracial,0.375,16
30-34,Male,Did not graduate high school,<15k,AIAN,0.1875,16
50-54,Female,Graduated college or technical school,35k-50k,Other,0.5625,16
75-79,Male,Graduated high school,<15k,AIAN,0.25,16
70-74,Male,Attended college or technical school,25k-35k,Other,0.4375,16
30-34,Male,Graduated college or technical school,200k+,Other,0.1875,16
35-39,Male,Did not graduate high school,100k-200k,Hispanic,0.4375,16
60-64,Female,Attended college or technical school,<15k,Other,0.5,16
60-64,Female,Graduated high school,100k-200k,NHOPI,0.375,16
18-24,Male,Graduated college or technical school,200k+,AIAN,0.0,16
50-54,Female,Did not graduate high school,50k-100k,NH-Black,0.5,16
35-39,Male,Did not graduate high school,50k-100k,Multiracial,0.25,16
35-39,Male,Attended college or technical school,200k+,Multiracial,0.125,16
18-24,Male,Graduated college or technical school,50k-100k,Other,0.0,16
55-59,Male,Graduated college or technical school,<15k,NHOPI,0.5,16
45-49,Male,Graduated college or technical school,<15k,Multiracial,0.375,16
70-74,Male,Attended college or technical school,100k-200k,Other,0.25,16
45-49,Male,Graduated college or technical school,15k-25k,AIAN,0.375,16
45-49,Male,Graduated college or technical school,<15k,Asian,0.4375,16
80+,Male,Graduated high school,15k-25k,Asian,0.125,16
45-49,Male,Graduated high school,<15k,Other,0.1875,16
45-49,Male,Graduated high school,<15k,Asian,0.375,16
70-74,Female,Did not graduate high school,50k-100k,Hispanic,0.5,16
30-34,Female,Graduated college or technical school,35k-50k,Other,0.3125,16
60-64,Female,Did not graduate high school,<15k,Asian,0.4375,16
35-39,Female,Attended college or technical school,35k-50k,Other,0.375,16
70-74,Female,Did not graduate high school,25k-35k,NHOPI,0.625,16
70-74,Male,Graduated college or technical school,200k+,NHOPI,0.375,16
30-34,Female,Did not graduate high school,35k-50k,NHOPI,0.25,16
30-34,Male,Graduated high school,<15k,Multiracial,0.5625,16
18-24,Male,Graduated high school,15k-25k,Other,0.125,16
35-39,Male,Graduated college or technical school,<15k,AIAN,0.125,16
25-29,Female,Graduated college or technical school,25k-35k,Other,0.25,16
50-54,Female,Graduated high school,15k-25k,Other,0.5625,16
70-74,Male,Did not graduate high school,50k-100k,Hispanic,0.3125,16
18-24,Female,Attended college or technical school,35k-50k,Other,0.2,15
60-64,Female,Attended college or technical school,200k+,Hispanic,0.2,15
25-29,Male,Did not graduate high school,15k-25k,Multiracial,0.26666666666666666,15
55-59,Male,Graduated high school,35k-50k,Other,0.4666666666666667,15
65-69,Male,Graduated college or technical school,200k+,Other,0.3333333333333333,15
55-59,Female,Attended college or technical school,200k+,Multiracial,0.13333333333333333,15
70-74,Male,Graduated college or technical school,25k-35k,Other,0.3333333333333333,15
70-74,Male,Graduated college or technical school,200k+,Other,0.26666666666666666,15
25-29,Male,Did not graduate high school,35k-50k,NH-Black,0.3333333333333333,15
65-69,Male,Graduated college or technical school,25k-35k,Other,0.26666666666666666,15
40-44,Male,Graduated college or technical school,<15k,Asian,0.3333333333333333,15
70-74,Male,Did not graduate high school,<15k,Multiracial,0.3333333333333333,15
35-39,Female,Graduated college or technical school,200k+,Other,0.26666666666666666,15
18-24,Female,Attended college or technical school,50k-100k,Other,0.06666666666666667,15
80+,Male,Graduated high school,50k-100k,NHOPI,0.13333333333333333,15
35-39,Female,Did not graduate high school,50k-100k,NHOPI,0.4666666666666667,15
40-44,Male,Graduated high school,200k+,Multiracial,0.5333333333333333,15
30-34,Male,Graduated high school,200k+,Hispanic,0.26666666666666666,15
30-34,Female,Attended college or technical school,35k-50k,Other,0.4666666666666667,15
30-34,Male,Did not graduate high school,25k-35k,Multiracial,0.3333333333333333,15
75-79,Female,Attended college or technical school,50k-100k,Other,0.26666666666666666,15
55-59,Female,Graduated high school,<15k,Other,0.3333333333333333,15
70-74,Female,Did not graduate high school,25k-35k,AIAN,0.3333333333333333,15
40-44,Female,Did not graduate high school,<15k,Multiracial,0.4666666666666667,15
55-59,Female,Graduated high school,100k-200k,Asian,0.2,15
70-74,Female,Did not graduate high school,35k-50k,AIAN,0.5333333333333333,15
55-59,Male,Attended college or technical school,200k+,Asian,0.26666666666666666,15
70-74,Female,Graduated college or technical school,15k-25k,Other,0.3333333333333333,15
30-34,Female,Graduated college or technical school,<15k,AIAN,0.2,15
25-29,Male,Graduated college or technical school,<15k,NHOPI,0.2,15
18-24,Female,Graduated college or technical school,200k+,AIAN,0.2,15
65-69,Male,Graduated high school,<15k,Other,0.26666666666666666,15
40-44,Female,Graduated high school,200k+,NH-Black,0.26666666666666666,15
35-39,Male,Did not graduate high school,25k-35k,AIAN,0.7333333333333333,15
80+,Male,Graduated college or technical school,<15k,Hispanic,0.5333333333333333,15
30-34,Male,Did not graduate high school,25k-35k,AIAN,0.26666666666666666,15
60-64,Male,Did not graduate high school,15k-25k,Other,0.5333333333333333,15
55-59,Male,Graduated college or technical school,25k-35k,NHOPI,0.4666666666666667,15
40-44,Male,Attended college or technical school,200k+,NHOPI,0.26666666666666666,15
55-59,Female,Did not graduate high school,35k-50k,AIAN,0.6,15
80+,Male,Did not graduate high school,15k-25k,Multiracial,0.26666666666666666,15
30-34,Male,Attended college or technical school,<15k,Multiracial,0.26666666666666666,15
35-39,Male,Attended college or technical school,35k-50k,Other,0.4,15
75-79,Female,Attended college or technical school,100k-200k,NHOPI,0.26666666666666666,15
25-29,Male,Graduated college or technical school,35k-50k,Other,0.06666666666666667,15
60-64,Male,Attended college or technical school,25k-35k,Other,0.4,15
55-59,Male,Graduated college or technical school,<15k,Asian,0.26666666666666666,15
55-59,Male,Graduated college or technical school,<15k,Other,0.3333333333333333,15
25-29,Male,Did not graduate high school,<15k,NH-Black,0.13333333333333333,15
45-49,Female,Attended college or technical school,200k+,Asian,0.3333333333333333,15
35-39,Female,Graduated college or technical school,35k-50k,Other,0.5333333333333333,15
25-29,Male,Attended college or technical school,200k+,Hispanic,0.26666666666666666,15
25-29,Female,Attended college or technical school,100k-200k,AIAN,0.2,15
65-69,Male,Did not graduate high school,35k-50k,NHOPI,0.3333333333333333,15
65-69,Female,Did not graduate high school,35k-50k,AIAN,0.2,15
25-29,Female,Did not graduate high school,15k-25k,AIAN,0.3333333333333333,15
75-79,Male,Graduated college or technical school,25k-35k,Other,0.2,15
65-69,Female,Attended college or technical school,<15k,Other,0.4666666666666667,15
50-54,Male,Did not graduate high school,50k-100k,Asian,0.2,15
50-54,Male,Graduated college or technical school,<15k,Asian,0.2,15
75-79,Male,Graduated high school,35k-50k,Other,0.2,15
50-54,Female,Attended college or technical school,15k-25k,Other,0.7333333333333333,15
45-49,Female,Did not graduate high school,<15k,Multiracial,0.6,15
80+,Female,Graduated college or technical school,100k-200k,Multiracial,0.06666666666666667,15
50-54,Male,Attended college or technical school,35k-50k,Other,0.5333333333333333,15
45-49,Male,Attended college or technical school,<15k,Asian,0.4,15
65-69,Male,Attended college or technical school,100k-200k,NHOPI,0.5333333333333333,15
50-54,Male,Graduated college or technical school,<15k,AIAN,0.4,15
80+,Female,Attended college or technical school,<15k,AIAN,0.26666666666666666,15
18-24,Male,Graduated high school,25k-35k,Other,0.06666666666666667,15
25-29,Female,Graduated college or technical school,200k+,NHOPI,0.4,15
50-54,Male,Attended college or technical school,25k-35k,Other,0.4,15
45-49,Female,Graduated college or technical school,200k+,Other,0.0,15
50-54,Female,Did not graduate high school,25k-35k,AIAN,0.4666666666666667,15
25-29,Female,Graduated high school,100k-200k,NHOPI,0.5333333333333333,15
65-69,Female,Attended college or technical school,15k-25k,Other,0.4,15
45-49,Male,Graduated high school,35k-50k,Other,0.2,15
50-54,Male,Attended college or technical school,200k+,Asian,0.07142857142857142,14
35-39,Female,Did not graduate high school,<15k,Multiracial,0.42857142857142855,14
18-24,Female,Graduated high school,200k+,NH-Black,0.35714285714285715,14
45-49,Male,Graduated high school,15k-25k,Other,0.42857142857142855,14
80+,Female,Did not graduate high school,<15k,Multiracial,0.07142857142857142,14
70-74,Male,Graduated college or technical school,<15k,Multiracial,0.2857142857142857,14
30-34,Male,Graduated college or technical school,<15k,NHOPI,0.14285714285714285,14
40-44,Male,Did not graduate high school,25k-35k,AIAN,0.5,14
40-44,Male,Did not graduate high school,25k-35k,Asian,0.35714285714285715,14
55-59,Male,Graduated high school,100k-200k,Other,0.7142857142857143,14
55-59,Female,Graduated high school,25k-35k,Other,0.21428571428571427,14
75-79,Female,Attended college or technical school,100k-200k,Asian,0.21428571428571427,14
70-74,Female,Attended college or technical school,35k-50k,Other,0.35714285714285715,14
35-39,Male,Attended college or technical school,200k+,NHOPI,0.42857142857142855,14
18-24,Female,Graduated high school,200k+,Multiracial,0.21428571428571427,14
65-69,Male,Attended college or technical school,100k-200k,Other,0.2857142857142857,14
75-79,Male,Graduated college or technical school,15k-25k,Other,0.2857142857142857,14
45-49,Male,Did not graduate high school,50k-100k,AIAN,0.42857142857142855,14
80+,Male,Attended college or technical school,35k-50k,NHOPI,0.14285714285714285,14
75-79,Female,Graduated high school,100k-200k,NH-Black,0.35714285714285715,14
80+,Male,Did not graduate high school,15k-25k,Other,0.14285714285714285,14
45-49,Female,Graduated high school,15k-25k,Other,0.5,14
70-74,Male,Attended college or technical school,100k-200k,NHOPI,0.35714285714285715,14
55-59,Male,Graduated college or technical school,<15k,Multiracial,0.35714285714285715,14
80+,Female,Graduated high school,<15k,Other,0.21428571428571427,14
80+,Female,Did not graduate high school,50k-100k,NH-Black,0.2857142857142857,14
50-54,Male,Attended college or technical school,15k-25k,Other,0.42857142857142855,14
80+,Female,Attended college or technical school,<15k,Asian,0.5,14
60-64,Female,Did not graduate high school,15k-25k,Asian,0.2857142857142857,14
18-24,Female,Did not graduate high school,15k-25k,AIAN,0.35714285714285715,14
80+,Male,Graduated college or technical school,15k-25k,Other,0.21428571428571427,14
50-54,Male,Graduated high school,200k+,NHOPI,0.21428571428571427,14
80+,Male,Graduated college or technical school,35k-50k,NHOPI,0.21428571428571427,14
70-74,Female,Attended college or technical school,100k-200k,AIAN,0.14285714285714285,14
35-39,Male,Graduated high school,200k+,Hispanic,0.42857142857142855,14
35-39,Male,Did not graduate high school,25k-35k,Multiracial,0.21428571428571427,14
25-29,Male,Did not graduate high school,25k-35k,AIAN,0.42857142857142855,14
50-54,Male,Graduated high school,15k-25k,Other,0.5714285714285714,14
35-39,Male,Graduated college or technical school,<15k,NHOPI,0.2857142857142857,14
65-69,Male,Did not graduate high school,50k-100k,NHOPI,0.42857142857142855,14
75-79,Female,Graduated high school,35k-50k,Other,0.5714285714285714,14
75-79,Male,Did not graduate high school,25k-35k,AIAN,0.07142857142857142,14
60-64,Female,Graduated college or technical school,25k-35k,Other,0.42857142857142855,14
65-69,Female,Graduated college or technical school,200k+,AIAN,0.21428571428571427,14
55-59,Male,Attended college or technical school,35k-50k,Other,0.21428571428571427,14
40-44,Male,Graduated college or technical school,<15k,AIAN,0.5,14
50-54,Male,Graduated college or technical school,35k-50k,Other,0.21428571428571427,14
75-79,Female,Graduated college or technical school,100k-200k,NHOPI,0.42857142857142855,14
65-69,Female,Graduated high school,100k-200k,NHOPI,0.2857142857142857,14
70-74,Female,Did not graduate high school,35k-50k,NHOPI,0.42857142857142855,14
55-59,Male,Attended college or technical school,200k+,AIAN,0.2857142857142857,14
30-34,Male,Attended college or technical school,25k-35k,Other,0.2857142857142857,14
40-44,Male,Graduated college or technical school,25k-35k,Multiracial,0.5,14
60-64,Male,Did not graduate high school,25k-35k,Multiracial,0.42857142857142855,14
55-59,Female,Attended college or technical school,100k-200k,Other,0.35714285714285715,14
55-59,Male,Attended college or technical school,200k+,NHOPI,0.35714285714285715,14
30-34,Male,Graduated high school,<15k,Asian,0.2857142857142857,14
50-54,Male,Graduated high school,25k-35k,Other,0.42857142857142855,14
45-49,Male,Graduated high school,200k+,Asian,0.21428571428571427,14
40-44,Female,Graduated college or technical school,25k-35k,Other,0.23076923076923078,13
45-49,Male,Did not graduate high school,<15k,Multiracial,0.5384615384615384,13
40-44,Female,Graduated college or technical school,<15k,Multiracial,0.38461538461538464,13
18-24,Male,Graduated college or technical school,<15k,NHOPI,0.38461538461538464,13
35-39,Male,Attended college or technical school,100k-200k,Other,0.23076923076923078,13
70-74,Male,Graduated high school,35k-50k,Other,0.5384615384615384,13
80+,Female,Graduated college or technical school,200k+,Asian,0.07692307692307693,13
50-54,Male,Did not graduate high school,100k-200k,NH-Black,0.46153846153846156,13
75-79,Female,Did not graduate high school,<15k,Multiracial,0.38461538461538464,13
30-34,Female,Attended college or technical school,200k+,Hispanic,0.07692307692307693,13
40-44,Female,Attended college or technical school,25k-35k,Other,0.5384615384615384,13
25-29,Female,Graduated college or technical school,100k-200k,Other,0.3076923076923077,13
35-39,Male,Graduated college or technical school,15k-25k,Other,0.23076923076923078,13
35-39,Male,Did not graduate high school,50k-100k,AIAN,0.46153846153846156,13
